,株数,信用取引株数,金額,信用取引金額,year,area
855,24322061,,13308048.129,,1983,大阪
856,5911362,,3120913.352,,1983,兵庫
857,1144573,,570249.432,,1983,奈良
858,1395744,,710073.696,,1983,和歌山
859,436579,,227835.347,,1983,鳥取
860,301863,,144327.263,,1983,島根
861,1882852,,934720.945,,1983,岡山
862,2863523,,1562337.264,,1983,広島
863,1141879,,529376.733,,1983,山口
864,714423,,400327.267,,1983,徳島
865,1022251,,553461.619,,1983,香川
866,944204,,513948.701,,1983,愛媛
867,483220,,271530.92,,1983,高知
868,3539596,,1917046.033,,1983,福岡
869,265742,,161722.56,,1983,佐賀
870,556061,,287125.894,,1983,長崎
871,700492,,367434.766,,1983,熊本
872,547119,,292486.604,,1983,大分
873,375154,,196705.836,,1983,宮崎
874,508268,,271603.248,,1983,鹿児島
875,188241700,0,103406540.625,0.0,1983,合計
876,2100667,,1414386.815,,1984,北海道
877,362313,,248817.092,,1984,青森
878,352444,,245939.68,,1984,岩手
879,845437,,588505.811,,1984,宮城
880,279937,,196418.974,,1984,秋田
881,412688,,278807.343,,1984,山形
882,726237,,528165.524,,1984,福島
883,1126517,,669870.666,,1984,茨城
884,1128237,,689596.648,,1984,栃木
885,1280137,,805492.322,,1984,群馬
886,2845157,,1660569.862,,1984,埼玉
887,3341721,,2026780.418,,1984,千葉
888,100596207,,70305881.235,,1984,東京
889,5502143,,3720679.917,,1984,神奈川
890,1897353,,1340894.818,,1984,新潟
891,577440,,424696.888,,1984,山梨
892,1181407,,723658.582,,1984,長野
893,121310,,74789.682,,1984,沖縄
894,1333881,,876847.393,,1984,岐阜
895,3542126,,2371236.457,,1984,静岡
896,10184247,,6668473.177,,1984,愛知
897,1617182,,953219.1,,1984,三重
898,1354190,,985676.09,,1984,富山
899,887029,,575824.605,,1984,石川
900,768221,,546050.221,,1984,福井
901,572400,,409218.465,,1984,滋賀
902,3634220,,2679947.748,,1984,京都
903,25222720,,17539437.81,,1984,大阪
904,5944671,,4103829.851,,1984,兵庫
905,1152499,,706175.083,,1984,奈良
906,1411850,,940594.607,,1984,和歌山
907,461942,,281846.777,,1984,鳥取
908,291757,,211271.826,,1984,島根
909,1828322,,1285361.1,,1984,岡山
910,2885002,,2013306.77,,1984,広島
911,1124617,,664804.038,,1984,山口
912,674925,,490903.765,,1984,徳島
913,987011,,641235.082,,1984,香川
914,1065246,,710811.103,,1984,愛媛
915,451495,,300525.264,,1984,高知
916,3549566,,2477217.715,,1984,福岡
917,261629,,214558.393,,1984,佐賀
918,579387,,377467.548,,1984,長崎
919,680288,,472094.991,,1984,熊本
920,548534,,347263.019,,1984,大分
921,387020,,267154.64,,1984,宮崎
922,518089,,341914.685,,1984,鹿児島
923,198597418,0,136398219.6,0.0,1984,合計
924,2534475,※記載なし,1661220.978,,1985,北海道
925,414659,,283168.109,,1985,青森
926,381157,,271564.801,,1985,岩手
927,1046822,,722834.443,,1985,宮城
928,271190,,198351.874,,1985,秋田
929,445901,,297232.961,,1985,山形
930,833951,,571004.065,,1985,福島
931,1232995,,715305.286,,1985,茨城
932,1194325,,702522.925,,1985,栃木
933,1507108,,907273.884,,1985,群馬
934,3302073,,1859487.915,,1985,埼玉
935,3890259,,2356799.859,,1985,千葉
936,118797264,,81534200.717,,1985,東京
937,6018945,,3851534.231,,1985,神奈川
938,2165599,,1400713.754,,1985,新潟
939,661725,,412749.96,,1985,山梨
940,1299815,,778216.995,,1985,長野
941,177888,,109927.804,,1985,沖縄
942,1491723,,935547.647,,1985,岐阜
943,3862513,,2368145.228,,1985,静岡
944,11252573,,7042423.551,,1985,愛知
945,1852079,,1026231.926,,1985,三重
946,1416105,,899588.244,,1985,富山
947,959041,,616836.814,,1985,石川
948,833070,,541271.135,,1985,福井
949,625320,,416488.81,,1985,滋賀
950,3954280,,2643850.813,,1985,京都
951,29284580,,18926829.339,,1985,大阪
952,6512337,,4233409.89,,1985,兵庫
953,1295942,,736638.223,,1985,奈良
954,1534109,,966003.423,,1985,和歌山
955,467303,,284348.76,,1985,鳥取
956,290753,,184387.823,,1985,島根
957,2085598,,1268607.704,,1985,岡山
958,3032787,,1980049.542,,1985,広島
959,1264468,,698616.726,,1985,山口
960,701956,,463354.244,,1985,徳島
961,1075134,,684927.175,,1985,香川
962,1200989,,794082.538,,1985,愛媛
963,454478,,311343.665,,1985,高知
964,4088174,,2616380.512,,1985,福岡
965,298580,,206292.545,,1985,佐賀
966,579060,,350563.099,,1985,長崎
967,798755,,564071.992,,1985,熊本
968,514509,,327718.329,,1985,大分
969,353159,,265870.249,,1985,宮崎
970,526682,,348671.963,,1985,鹿児島
971,228782208,0,151336662.47,0.0,1985,合計
972,4562025,1193835,3437207.016,917393.239,1986,北海道
973,582628,149260,501961.801,132817.181,1986,青森
974,677276,164264,549980.732,143257.818,1986,岩手
975,1953063,679796,1522079.725,528512.379,1986,宮城
976,500064,214047,402606.925,162968.775,1986,秋田
977,717506,142236,608297.166,119443.21,1986,山形
978,1258722,399542,1043821.682,320880.483,1986,福島
979,1792989,487035,1317195.445,363213.774,1986,茨城
980,1659215,544357,1203701.848,395900.555,1986,栃木
981,2273301,677166,1763422.422,509062.093,1986,群馬
982,4726641,1696473,3455391.688,1255934.502,1986,埼玉
983,5413526,2009516,3943087.77,1402072.502,1986,千葉
984,199896474,34824340,162474350.599,26773438.19,1986,東京
985,9564464,2992838,7321184.59,2341623.681,1986,神奈川
986,2960142,1109693,2320191.893,874879.092,1986,新潟
987,1069732,356084,769605.932,251898.863,1986,山梨
988,1985541,615631,1459397.15,463809.637,1986,長野
989,247143,72514,183713.336,55262.942,1986,沖縄
990,2153985,842354,1660876.502,648704.113,1986,岐阜
991,5616990,1725328,4159860.052,1278003.202,1986,静岡
992,16572516,5235082,12363829.677,3939144.984,1986,愛知
993,2536323,846728,1791530.53,591917.044,1986,三重
994,1951239,557193,1548601.296,476292.355,1986,富山
995,1700766,530471,1245663.412,429929.389,1986,石川
996,1189086,452772,956623.305,373159.958,1986,福井
997,854112,323571,689001.991,263077.357,1986,滋賀
998,6124179,2053947,4874953.597,1596063.272,1986,京都
999,43687801,15941540,35318951.496,12819943.651,1986,大阪
1000,9524755,3036700,7355740.31,2421668.56,1986,兵庫
1001,1754548,650487,1244625.36,486539.205,1986,奈良
1002,2534226,1062683,1707180.091,678931.417,1986,和歌山
1003,679513,187815,517965.228,139395.285,1986,鳥取
1004,391752,116894,309369.437,93071.792,1986,島根
1005,2745582,764285,2125750.855,601722.848,1986,岡山
1006,4026434,1365701,3226852.608,1100747.663,1986,広島
1007,1637453,563061,1145367.814,405428.522,1986,山口
1008,929610,290230,787755.301,268241.052,1986,徳島
1009,1458349,430868,1202636.719,385271.703,1986,香川
1010,1842559,510119,1455684.703,437888.359,1986,愛媛
1011,677608,188202,519399.545,148147.561,1986,高知
1012,5657505,1772220,4444559.528,1373544.231,1986,福岡
1013,467170,90131,372475.677,81205.668,1986,佐賀
1014,752589,223143,583053.331,178986.079,1986,長崎
1015,1151700,337558,915256.796,272285.52,1986,熊本
1016,768144,204541,600996.527,162191.361,1986,大分
1017,503697,141801,401815.138,121908.903,1986,宮崎
1018,620590,175935,514513.652,145557.223,1986,鹿児島
1019,362351233,88949987,288318088.198,68931337.193,1986,合計
1020,4461466,1155172,4251928.89,933743.254,1987,北海道
1021,670540,142287,583173.59,114639.63,1987,青森
1022,703944,176731,695774.438,159116.863,1987,岩手
1023,2138581,702335,2046116.121,593068.646,1987,宮城
1024,599992,231173,572030.763,197024.28,1987,秋田
1025,848454,159351,860608.275,159004.753,1987,山形
1026,1269681,340007,1263080.499,299355.014,1987,福島
1027,2025228,577041,1863635.252,484185.317,1987,茨城
1028,2165492,661104,1941942.34,564682.576,1987,栃木
1029,2638159,682908,2485112.91,599814.142,1987,群馬
1030,5978413,1961261,5456889.169,1686884.974,1987,埼玉
1031,6709857,2204739,6148170.528,1870594.547,1987,千葉
1032,282943611,46094743,288807412.444,38026810.648,1987,東京
1033,11628265,3523582,10952728.303,3176187.858,1987,神奈川
1034,3509786,1166021,3248809.991,963927.767,1987,新潟
1035,1225967,325962,1046672.313,260236.043,1987,山梨
1036,2136413,619843,1911676.597,500047.262,1987,長野
1037,404717,100616,350670.447,76723.138,1987,沖縄
1038,2468387,804846,2241914.201,670675.969,1987,岐阜
1039,6345427,1831182,5688184.819,1479649.765,1987,静岡
1040,20054650,6009524,18039893.431,5014037.554,1987,愛知
1041,2804327,808042,2485513.231,701707.733,1987,三重
1042,2533023,646591,2379041.08,555504.836,1987,富山
1043,1523029,467453,1424031.696,417182.75,1987,石川
1044,1469667,494834,1377609.543,436802.349,1987,福井
1045,1050116,339498,952561.354,294395.31,1987,滋賀
1046,7530318,2282063,7129438.159,1955182.776,1987,京都
1047,53049126,17029386,51100972.159,15145421.489,1987,大阪
1048,11797418,3803938,10381848.74,3143329.352,1987,兵庫
1049,2041613,620011,1753037.183,517039.901,1987,奈良
1050,2697303,975721,2137805.379,711229.733,1987,和歌山
1051,750232,209126,731890.935,162135.741,1987,鳥取
1052,382474,109399,370526.211,96044.171,1987,島根
1053,2974374,777287,2817944.886,690158.538,1987,岡山
1054,4490904,1359104,4501684.177,1215775.207,1987,広島
1055,1688166,494451,1492018.432,424320.646,1987,山口
1056,1297556,332747,1274381.376,324961.676,1987,徳島
1057,1576389,436734,1636282.802,446080.653,1987,香川
1058,1950175,501330,1841724.339,428739.096,1987,愛媛
1059,803623,164604,761251.308,142551.537,1987,高知
1060,5566387,1523077,5481385.926,1364564.294,1987,福岡
1061,437692,96600,481772.736,101574.466,1987,佐賀
1062,804177,230624,761820.89,195321.879,1987,長崎
1063,1205867,261133,1264086.747,267436.122,1987,熊本
1064,799818,193662,789093.357,174677.103,1987,大分
1065,510063,137185,482892.496,116305.497,1987,宮崎
1066,728744,159087,755894.49,154602.349,1987,鹿児島
1067,473389611,103924115,467022934.953,88013455.204,1987,合計
1068,4736613,1269341,4408146.7,1118126.472,1988,北海道
1069,522750,131846,535666.726,132332.388,1988,青森
1070,634241,165550,661643.088,170221.778,1988,岩手
1071,1846994,654469,1958508.549,674344.507,1988,宮城
1072,520602,138383,547502.915,147138.521,1988,秋田
1073,913565,180207,909148.827,165700.825,1988,山形
1074,1286728,438511,1326792.053,429851.471,1988,福島
1075,1980754,678083,1850628.673,619308.547,1988,茨城
1076,2192490,789863,2084837.282,735566.677,1988,栃木
1077,2506177,744887,2392233.377,711140.663,1988,群馬
1078,6593724,2625513,6333229.213,2467905.381,1988,埼玉
1079,6679791,2625883,6434380.904,2440162.16,1988,千葉
1080,302668194,57700467,324635797.609,54556414.101,1988,東京
1081,12080312,4785099,11542968.302,4452428.27,1988,神奈川
1082,3394592,1273407,3336657.43,1187473.318,1988,新潟
1083,997050,352946,953648.387,328145.504,1988,山梨
1084,2077705,749735,1954335.18,674810.77,1988,長野
1085,502436,171349,447369.407,143996.218,1988,沖縄
1086,2281322,766692,2215838.535,721496.564,1988,岐阜
1087,6464599,2147926,6134700.255,2004308.118,1988,静岡
1088,18141995,6340224,17928740.639,6082792.895,1988,愛知
1089,2644748,903440,2470161.72,836345.498,1988,三重
1090,2444566,600619,2402454.21,590278.1,1988,富山
1091,1457290,511783,1403781.208,487743.236,1988,石川
1092,1362402,504814,1348618.946,491290.174,1988,福井
1093,1129205,443438,1001112.668,400984.471,1988,滋賀
1094,7778110,2639766,7539360.099,2433800.516,1988,京都
1095,53573713,19830523,53170067.12,18684265.998,1988,大阪
1096,11604331,4086187,10856934.531,3748736.977,1988,兵庫
1097,1969717,672340,1837216.227,634223.628,1988,奈良
1098,2102030,808347,1983524.595,751358.91,1988,和歌山
1099,667569,256467,660230.758,248418.848,1988,鳥取
1100,391188,143307,384606.005,136006.872,1988,島根
1101,2999713,858097,2853781.774,803823.824,1988,岡山
1102,4821014,1604090,4749411.352,1491930.0,1988,広島
1103,1641410,517987,1529302.768,489463.298,1988,山口
1104,1014632,327573,965055.529,317350.979,1988,徳島
1105,2339981,1126660,2200116.217,1015726.37,1988,香川
1106,1882581,587193,1848796.073,568297.76,1988,愛媛
1107,667246,187498,655608.369,176042.53,1988,高知
1108,5701424,1850170,5605979.739,1758573.125,1988,福岡
1109,413882,113124,432106.714,119700.459,1988,佐賀
1110,780789,249568,761623.522,242059.968,1988,長崎
1111,1378341,381767,1367928.071,370953.028,1988,熊本
1112,750399,172559,740031.301,168549.847,1988,大分
1113,481270,125563,459995.036,120171.228,1988,宮崎
1114,766653,224463,779444.088,215232.039,1988,鹿児島
1115,491786838,124457724,508600022.691,117264992.831,1988,合計
1116,2980465,712966,4490628,1044692,1989,北海道
1117,401841,85176,630647,143179,1989,青森
1118,430212,103667,680601,165657,1989,岩手
1119,1408709,412102,2131136,645454,1989,宮城
1120,379986,83176,597463,131234,1989,秋田
1121,706990,118004,1049737,164913,1989,山形
1122,984841,278472,1446467,405611,1989,福島
1123,1752595,529134,2361639,708296,1989,茨城
1124,1738649,510593,2392538,684703,1989,栃木
1125,1890023,542922,2625052,742871,1989,群馬
1126,5256270,1772456,7336104,2506127,1989,埼玉
1127,5474227,1858343,7572990,2539057,1989,千葉
1128,265504675,35397201,407669135,50946404,1989,東京
1129,9133857,3339888,13332633,4764878,1989,神奈川
1130,2784428,879811,3935046,1198127,1989,新潟
1131,804274,258471,1111268,348945,1989,山梨
1132,1682581,548656,2332988,735361,1989,長野
1133,461283,135679,619448,174348,1989,沖縄
1134,2040822,641721,2965716,917195,1989,岐阜
1135,5101541,1559470,6937135,2090336,1989,静岡
1136,14427818,4460765,20699669,6281186,1989,愛知
1137,2038205,650122,2667180,845788,1989,三重
1138,1873022,496205,2693419,731938,1989,富山
1139,1089732,335612,1570790,477811,1989,石川
1140,1034720,346520,1507495,499241,1989,福井
1141,793130,265561,1119565,379626,1989,滋賀
1142,5760071,1734225,8448342,2590816,1989,京都
1143,41875754,12452550,60992217,17737724,1989,大阪
1144,8685093,2624118,12036136,3655900,1989,兵庫
1145,1588261,467361,2194747,661003,1989,奈良
1146,1589943,523252,2131427,704571,1989,和歌山
1147,480918,165111,685900,232089,1989,鳥取
1148,292208,88853,407288,123246,1989,島根
1149,2371645,592504,3295550,804467,1989,岡山
1150,3899747,1054177,5669411,1550333,1989,広島
1151,1308611,370009,1769323,502635,1989,山口
1152,852387,242735,1158686,341250,1989,徳島
1153,1757898,632355,2520277,913232,1989,香川
1154,1380871,427121,1911318,607768,1989,愛媛
1155,543805,131935,769870,195082,1989,高知
1156,5073130,1386213,7314833,1995729,1989,福岡
1157,303101,73127,451268,108822,1989,佐賀
1158,646459,196813,917817,289578,1989,長崎
1159,1205710,355055,1792309,512299,1989,熊本
1160,537403,103230,742989,144801,1989,大分
1161,386685,91345,549286,132734,1989,宮崎
1162,617993,154105,936466,246444,1989,鹿児島
1163,413332589,80188887,619171949,114323501,1989,合計
1164,1488632,505064,2612581,780541,1990,北海道
1165,218517,66536,339616,107291,1990,青森
1166,223074,69721,404700,115110,1990,岩手
1167,831934,269862,1386484,406767,1990,宮城
1168,181240,58237,309189,94039,1990,秋田
1169,347286,91433,565173,140137,1990,山形
1170,527140,178261,893375,286368,1990,福島
1171,974959,382766,1431051,524669,1990,茨城
1172,965863,376398,1448337,519421,1990,栃木
1173,1058811,395309,1646843,578846,1990,群馬
1174,3013506,1292778,4597768,1882641,1990,埼玉
1175,3231494,1369422,4716849,1920611,1990,千葉
1176,155593273,22382188,264747236,33871875,1990,東京
1177,5004741,2113776,8014851,3192952,1990,神奈川
1178,1431716,483358,2285122,711331,1990,新潟
1179,427625,166740,633083,225484,1990,山梨
1180,958037,363933,1423471,489490,1990,長野
1181,306035,100631,418845,125283,1990,沖縄
1182,1180211,466652,1763466,642467,1990,岐阜
1183,2678026,1045262,4022617,1481257,1990,静岡
1184,7943292,3088152,12595116,4461142,1990,愛知
1185,1131979,464247,1609757,625655,1990,三重
1186,1063466,409275,1580794,575835,1990,富山
1187,620746,249931,970892,364165,1990,石川
1188,561056,215785,913868,332425,1990,福井
1189,433250,179732,684267,276864,1990,滋賀
1190,3282804,1250097,5420365,1906469,1990,京都
1191,22439572,8390772,36636565,12643139,1990,大阪
1192,4729255,1815383,7232787,2610870,1990,兵庫
1193,881201,317176,1357231,462560,1990,奈良
1194,881507,361911,1300932,521136,1990,和歌山
1195,247710,92502,392639,136148,1990,鳥取
1196,194463,69244,296401,101103,1990,島根
1197,1375236,449337,2143477,654873,1990,岡山
1198,2181289,717809,3408545,1063185,1990,広島
1199,690195,245654,985038,330881,1990,山口
1200,504249,191227,790239,300817,1990,徳島
1201,820511,283133,1407608,483153,1990,香川
1202,762018,300176,1144363,437745,1990,愛媛
1203,331927,106904,499172,156903,1990,高知
1204,2721217,886973,4328522,1235138,1990,福岡
1205,166088,49794,286018,82087,1990,佐賀
1206,342588,123447,543062,185892,1990,長崎
1207,622916,196563,1013372,329917,1990,熊本
1208,320877,79817,494417,109357,1990,大分
1209,222474,57435,315998,79662,1990,宮崎
1210,366837,115989,605968,184739,1990,鹿児島
1211,236480843,52886792,392618070,78748440,1990,合計
1212,1049208,465732,1418738,565447,1991,北海道
1213,146920,49461,193112,63060,1991,青森
1214,152706,73194,205721,91049,1991,岩手
1215,560616,256846,704060,295614,1991,宮城
1216,114784,42421,147150,48409,1991,秋田
1217,209221,68175,250270,76214,1991,山形
1218,398833,171276,515117,208105,1991,福島
1219,797096,413443,913360,442858,1991,茨城
1220,755675,380560,874642,418905,1991,栃木
1221,749478,357297,943717,412724,1991,群馬
1222,2454577,1364783,2805785,1491108,1991,埼玉
1223,2529930,1376248,2903571,1512465,1991,千葉
1224,115149355,19247014,157601401,22101793,1991,東京
1225,3586306,1870973,4450956,2159400,1991,神奈川
1226,1081826,512516,1317585,585829,1991,新潟
1227,335860,178093,402515,200538,1991,山梨
1228,738801,362380,867365,377074,1991,長野
1229,252277,126876,291015,137161,1991,沖縄
1230,818183,403096,923557,432025,1991,岐阜
1231,1989073,1021817,2317116,1120451,1991,静岡
1232,5723860,2985751,7044676,3446312,1991,愛知
1233,924147,487699,994425,514254,1991,三重
1234,871262,414756,978369,447862,1991,富山
1235,480932,253728,575309,281572,1991,石川
1236,473409,232833,561678,261684,1991,福井
1237,337731,172961,416761,200700,1991,滋賀
1238,2517539,1252170,3084602,1454312,1991,京都
1239,16685610,7973812,20341504,9112680,1991,大阪
1240,3556026,1827762,4289436,2081893,1991,兵庫
1241,665623,328565,766104,354662,1991,奈良
1242,705103,386934,840326,422072,1991,和歌山
1243,190101,99721,220071,106950,1991,鳥取
1244,141973,66396,180788,81271,1991,島根
1245,973754,450614,1271744,541439,1991,岡山
1246,1659408,706024,2014783,802908,1991,広島
1247,565474,276045,608544,283648,1991,山口
1248,378420,198047,458841,236886,1991,徳島
1249,598992,276819,743756,316541,1991,香川
1250,566672,282644,658516,316980,1991,愛媛
1251,233841,102617,289534,115808,1991,高知
1252,1868912,845235,2280063,966724,1991,福岡
1253,139292,50305,175714,62180,1991,佐賀
1254,275964,129305,341633,148391,1991,長崎
1255,402353,154714,491114,183695,1991,熊本
1256,227515,92164,291926,110384,1991,大分
1257,174378,71257,194181,80183,1991,宮崎
1258,304623,143480,365824,158774,1991,鹿児島
1259,175513639,49004559,230526975,55830994,1991,合計
1260,718964,286229,646282,267393,1992,北海道
1261,103794,36644,94597,35688,1992,青森
1262,102413,31373,77998,27957,1992,岩手
1263,348723,152805,292016,128777,1992,宮城
1264,75934,21937,59323,17224,1992,秋田
1265,165604,34206,121782,29846,1992,山形
1266,254956,105764,221628,96827,1992,福島
1267,571838,268848,474117,236590,1992,茨城
1268,526060,270471,427347,224033,1992,栃木
1269,504627,208719,420486,173121,1992,群馬
1270,1613727,776140,1282694,662719,1992,埼玉
1271,1634274,809495,1392637,741379,1992,千葉
1272,88168865,10503771,88949463,9819848,1992,東京
1273,2273641,975795,1951782,879127,1992,神奈川
1274,737984,294923,635944,262014,1992,新潟
1275,228876,108722,190724,93787,1992,山梨
1276,526891,258078,438245,207950,1992,長野
1277,168696,86708,140797,69466,1992,沖縄
1278,562350,243797,462303,207245,1992,岐阜
1279,1258010,551306,1052526,485232,1992,静岡
1280,4041411,1775927,3662309,1644554,1992,愛知
1281,637519,296354,489659,242253,1992,三重
1282,576758,247934,470031,207091,1992,富山
1283,359263,153769,289819,128642,1992,石川
1284,301782,136629,256163,120359,1992,福井
1285,236045,126448,202140,110024,1992,滋賀
1286,1647784,725216,1423473,653901,1992,京都
1287,10700440,4199837,9561256,3870422,1992,大阪
1288,2280560,1029359,1862063,920923,1992,兵庫
1289,432751,183984,357162,163819,1992,奈良
1290,465904,224935,403026,215806,1992,和歌山
1291,149018,60715,115033,49040,1992,鳥取
1292,85998,35408,72056,30885,1992,島根
1293,674944,292045,571936,274232,1992,岡山
1294,1063742,405962,918371,357710,1992,広島
1295,346789,135611,272448,113755,1992,山口
1296,290886,139449,244113,116719,1992,徳島
1297,435984,179522,377170,155596,1992,香川
1298,445275,173355,361028,152012,1992,愛媛
1299,160112,59186,139334,51269,1992,高知
1300,1285429,539824,1136886,513822,1992,福岡
1301,96873,25350,78936,23539,1992,佐賀
1302,205177,87267,192285,82656,1992,長崎
1303,263242,90376,225558,83966,1992,熊本
1304,155834,54354,137509,51359,1992,大分
1305,106468,31514,82332,26640,1992,宮崎
1306,209018,71660,182243,63114,1992,鹿児島
1307,128201233,27507721,123417030,25090331,1992,合計
1308,967660,306138,904494,275276,1993,北海道
1309,160468,44357,156034,49483,1993,青森
1310,159706,49114,126982,42614,1993,岩手
1311,475429,172617,442772,153442,1993,宮城
1312,128958,24922,111016,22270,1993,秋田
1313,200615,53407,179972,47599,1993,山形
1314,395350,135662,366205,131693,1993,福島
1315,793191,325929,683897,285988,1993,茨城
1316,701087,291828,592837,244331,1993,栃木
1317,731530,264172,659560,227773,1993,群馬
1318,2324269,960521,1934558,857307,1993,埼玉
1319,2174356,906822,1848855,770057,1993,千葉
1320,108220375,11467359,119715883,10663333,1993,東京
1321,3582778,1302824,3101608,1200961,1993,神奈川
1322,1048971,434753,957076,375727,1993,新潟
1323,349307,138419,295551,117101,1993,山梨
1324,702643,324875,626738,269272,1993,長野
1325,193653,79763,170562,64932,1993,沖縄
1326,740443,301570,645118,256044,1993,岐阜
1327,1858140,675309,1531606,578750,1993,静岡
1328,5540904,2157821,5068842,1911899,1993,愛知
1329,874209,369674,710353,301673,1993,三重
1330,723555,303960,617321,254411,1993,富山
1331,470404,200849,414715,172531,1993,石川
1332,412319,180674,361195,154929,1993,福井
1333,297308,140506,261014,119950,1993,滋賀
1334,2171998,799415,1848212,726282,1993,京都
1335,13394907,4623987,12756606,4162856,1993,大阪
1336,3034096,1238389,2638354,1099481,1993,兵庫
1337,632430,252578,556707,220897,1993,奈良
1338,718049,328938,629415,293047,1993,和歌山
1339,196808,82138,165668,67417,1993,鳥取
1340,134094,49219,113997,42699,1993,島根
1341,964485,354322,863104,334310,1993,岡山
1342,1394894,455680,1236544,403583,1993,広島
1343,501276,190276,408828,156612,1993,山口
1344,404077,178950,344132,155054,1993,徳島
1345,613028,214668,559324,192660,1993,香川
1346,534846,202279,470951,164564,1993,愛媛
1347,222732,74582,204234,66540,1993,高知
1348,1695201,628742,1580975,607015,1993,福岡
1349,127540,35732,112296,32824,1993,佐賀
1350,280500,104895,262550,90199,1993,長崎
1351,365234,106922,354844,101268,1993,熊本
1352,216347,65784,199220,56715,1993,大分
1353,167081,51967,136397,46424,1993,宮崎
1354,240182,83761,222226,76523,1993,鹿児島
1355,162237433,31737069,168149348,28646316,1993,合計
1356,950620,242065,1031837,215138,1994,北海道
1357,158264,51356,159781,51243,1994,青森
1358,125306,50855,118673,45598,1994,岩手
1359,437133,126360,427260,113002,1994,宮城
1360,99198,24773,97326,21191,1994,秋田
1361,187481,56271,173127,45253,1994,山形
1362,332938,112343,331863,103998,1994,福島
1363,691060,254091,627642,217513,1994,茨城
1364,728361,242557,708207,200743,1994,栃木
1365,685310,232361,641147,203623,1994,群馬
1366,2096116,797317,1728949,676322,1994,埼玉
1367,1942290,786181,1705235,659964,1994,千葉
1368,116456787,9245617,136547524,8866582,1994,東京
1369,3111922,1061960,2844885,967505,1994,神奈川
1370,1035477,418913,986132,360549,1994,新潟
1371,325618,113213,280419,89731,1994,山梨
1372,632173,283557,577734,234193,1994,長野
1373,163779,60550,142992,49073,1994,沖縄
1374,655432,257594,602899,219175,1994,岐阜
1375,1722809,599062,1536293,498083,1994,静岡
1376,5350792,1853798,5281943,1657724,1994,愛知
1377,805349,312914,693410,253116,1994,三重
1378,621148,239999,573870,200629,1994,富山
1379,404726,161499,380250,137430,1994,石川
1380,360192,142621,329753,133665,1994,福井
1381,264235,108670,236558,93963,1994,滋賀
1382,1791305,665681,1724819,604116,1994,京都
1383,12373787,3736026,12473934,3390710,1994,大阪
1384,2750547,1030581,2572864,916193,1994,兵庫
1385,564801,231220,549463,203373,1994,奈良
1386,612193,260629,576716,232738,1994,和歌山
1387,156563,62021,143602,51400,1994,鳥取
1388,135094,56324,115677,45312,1994,島根
1389,727750,308514,819965,286820,1994,岡山
1390,1264127,400588,1161930,361241,1994,広島
1391,499686,173386,424752,144299,1994,山口
1392,344631,166206,300274,139244,1994,徳島
1393,493016,167393,494344,158897,1994,香川
1394,451994,156412,421465,130858,1994,愛媛
1395,210817,65406,193901,56215,1994,高知
1396,1571774,570269,1578506,541398,1994,福岡
1397,105876,28240,100553,25366,1994,佐賀
1398,229361,77398,236618,72380,1994,長崎
1399,329102,82885,329174,73867,1994,熊本
1400,207090,66672,197664,54827,1994,大分
1401,127778,39708,122302,35420,1994,宮崎
1402,198626,61007,207199,55731,1994,鹿児島
1403,165490434,26243063,183511431,23895411,1994,合計
1404,1100610,304067,970427,235028,1995,北海道
1405,183354,76341,157294,63513,1995,青森
1406,144483,61652,119281,41389,1995,岩手
1407,514015,187636,444665,133629,1995,宮城
1408,134224,39850,118888,29190,1995,秋田
1409,199502,84869,162910,63844,1995,山形
1410,391465,155711,341762,122199,1995,福島
1411,875490,347490,696678,248567,1995,茨城
1412,856305,313805,707354,218536,1995,栃木
1413,783295,263181,676088,195772,1995,群馬
1414,2223372,1017983,1722994,741707,1995,埼玉
1415,2314991,996664,1824014,712546,1995,千葉
1416,121976584,11693516,130342122,9126614,1995,東京
1417,3384532,1316102,2938541,1050120,1995,神奈川
1418,1056691,480826,854465,365406,1995,新潟
1419,350831,134052,303531,108841,1995,山梨
1420,772324,395664,612920,287852,1995,長野
1421,212636,104293,152212,66734,1995,沖縄
1422,742903,326695,599233,246951,1995,岐阜
1423,1797282,706835,1427339,511862,1995,静岡
1424,5516128,2303053,4694192,1775029,1995,愛知
1425,953809,408907,709976,292648,1995,三重
1426,764756,302731,623460,227059,1995,富山
1427,469416,212454,394521,149194,1995,石川
1428,396079,161549,335631,118734,1995,福井
1429,333972,169137,272562,128234,1995,滋賀
1430,1927898,756363,1714740,589784,1995,京都
1431,14347721,4943522,12967376,3867169,1995,大阪
1432,2818042,1200298,2262496,905892,1995,兵庫
1433,652315,276659,533272,208183,1995,奈良
1434,694942,290237,610918,221134,1995,和歌山
1435,176476,74890,144222,55979,1995,鳥取
1436,152836,62347,118113,46447,1995,島根
1437,968818,404399,854610,308855,1995,岡山
1438,1558494,597219,1287246,457750,1995,広島
1439,582058,237802,444150,170205,1995,山口
1440,392691,200949,295431,139473,1995,徳島
1441,566806,216281,474133,166734,1995,香川
1442,542604,213585,425347,152943,1995,愛媛
1443,247786,87622,206229,63740,1995,高知
1444,1819465,722725,1576937,581521,1995,福岡
1445,126388,37637,116852,34631,1995,佐賀
1446,269769,104924,234763,79607,1995,長崎
1447,374271,112146,310662,80133,1995,熊本
1448,267089,91090,196107,66057,1995,大分
